,word,gls,stem,affixes,nonfinite.affixes
8307,tʰanet,be.prs.3pl,be,"prs, 3pl",
8308,ga-i,go-cv,go,cv,cv
8309,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8310,tʰanet,be.prs.3pl,be,"prs, 3pl",
8311,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8312,ke-jiau,do,do,,
8313,ʐupa-ijau,make-opt,make,opt,
8314,tʰanek,be.prs.1pl,be,"prs, 1pl",
8315,kʰaː-itok,pull_out-prf.1pl,pull_out,"prf, 1pl",
8316,ke-mek,do-prs.1pl,do,"prs, 1pl",
8317,ke-us,do-pst.3sg,do,"pst, 3sg",
8318,b-iba,be-fut.3sg,be,"fut, 3sg",
8319,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8320,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8321,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8322,ʂuk-ot,dry-pst.3pl,dry,"pst, 3pl",
8323,ke-mek,do-prs.1pl,do,"prs, 1pl",
8324,ke-wok,do-pst.1pl,do,"pst, 1pl",
8325,bui,be.pst.3f.sg,be,"pst, 3f, sg",
8326,ker-ika,do-fut.1pl,do,"fut, 1pl",
8327,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8328,peɕ-i,grind-cv,grind,cv,cv
8329,b-imaːn,be-prs.3sg,be,"prs, 3sg",
8330,ʐup-ua,become-pst.3m.sg,become,"pst, 3m, sg",
8331,ke-daːus,do-dist.pst.3sg,do,"dist, pst, 3sg",
8332,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8333,b-ik-e,be-vn-erg/ins,be,"vn, erg/ins",vn
8334,b-ibot,be-dist.pst.3pl,be,"dist, pst, 3pl",
8335,gaː-ji,carry-cv,carry,cv,cv
8336,laga-won,install-pst.3pl,install,"pst, 3pl",
8337,dar-itana,stay-prf.3m.sg,stay,"prf, 3m, sg",
8338,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8339,ʥa-mem,say-prs.1sg,say,"prs, 1sg",
8340,ket-ijau,do-opt,do,opt,
8341,ke-tiau,do,do,,
8342,tʰanet,be.prs.3pl,be,"prs, 3pl",
8343,ke-tijau,do,do,,
8344,bui,be.pst.3f.sg,be,"pst, 3f, sg",
8345,ʥ-imet,come-prs.3pl,come,"prs, 3pl",
8346,ʥa-met,say-prs.3pl,say,"prs, 3pl",
8347,ke-ika,do-fut.1pl,do,"fut, 1pl",
8348,ke-ika,do-fut.1pl,do,"fut, 1pl",
8349,go-i,take-cv,take,cv,cv
8350,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
8351,ʥ-ibot,come-dist.pst.3pl,come,"dist, pst, 3pl",
8352,ke,do.cv,do,cv,cv
8353,ke-maːniu,do-prs.2pl,do,"prs, 2pl",
8354,ɬ-iu,give-imp.pl,give,"imp, pl",
8355,ʥa-ua,say-pst.3m.sg,say,"pst, 3m, sg",
8356,ɬ-ɪton,give-prf.3pl,give,"prf, 3pl",
8357,laga-itanek,engage-prf.1pl,engage,"prf, 1pl",
8358,ʂuk-ot,dry-pst.3pl,dry,"pst, 3pl",
8359,bot,be.pst.3pl,be,"pst, 3pl",
8360,ʂuk-i,dry-cv,dry,cv,cv
8361,gait,go.pst.3pl,go,"pst, 3pl",
8362,ʥ-i,come-cv,come,cv,cv
8363,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8364,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8365,ʥ-i,come-cv,come,cv,cv
8366,giri-au,travel-opt,travel,opt,
8367,baːl-ijau,look-opt,look,opt,
8368,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8369,baːl-ijau,look-opt,look,opt,
8370,p-met,drink-prs.3pl,drink,"prs, 3pl",
8371,b-imet,be-prs.3pl,be,"prs, 3pl",
8372,b-imaːn,be-prs.3sg,be,"prs, 3sg",
8373,bua,be.pst.3m.sg,be,"pst, 3m, sg",
8374,ʥ-imaːn,come-prs.3sg,come,"prs, 3sg",
8375,taŋga-met,throw-prs.3pl,throw,"prs, 3pl",
8376,nahn-i,no-f,no,f,
8377,ke-met,do-prs.3pl,do,"prs, 3pl",
8378,ʥ-i,come-cv,come,cv,cv
8379,ke-jau,do-opt,do,opt,
8380,ke-met,do-prs.3pl,do,"prs, 3pl",
8381,ke-tiau,do,do,,
8382,ke-jiau,do,do,,
8383,ke-mek,do-prs.1pl,do,"prs, 1pl",
8384,ʥ-itana,come-prf.3m.sg,come,"prf, 3m, sg",
8385,di,go.cv,go,cv,cv
8386,ʥ-itana,come-prf.3m.sg,come,"prf, 3m, sg",
8387,tʰanet,be.prs.3pl,be,"prs, 3pl",
8388,ga-i,go-cv,go,cv,cv
8389,ʥ-imaːn,come-prs.3sg,come,"prs, 3sg",
8390,istimaːl ke-met,do.use-prs.3pl,do,"use, prs, 3pl",
8391,b-imaːn,be-prs.3sg,be,"prs, 3sg",
8392,b-imet,be-prs.3pl,be,"prs, 3pl",
8393,ʂaʦ-aːwa,argue-inf,argue,inf,
8394,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
8395,ʂaʦ-ui,get_injured-pst.3f.sg,get_injured,"pst, 3f, sg",
8396,foʈ-ua,break-pst.3m.sg,break,"pst, 3m, sg",
8397,baːl-a,look-imp.sg,look,"imp, sg",
8398,naŋga-i,throw-cv,throw,cv,cv
8399,foʈa-met,break-prs.3pl,break,"prs, 3pl",
8400,bua,be.pst.3m.sg,be,"pst, 3m, sg",
8401,di,go.cv,go,cv,cv
8402,di,go.cv,go,cv,cv
8403,tʰi,be,be,,
8404,ʨal-i,run-cv,run,cv,cv
8405,fed-i,arrive-cv,arrive,cv,cv
8406,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8407,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8408,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8409,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8410,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8411,ke-mek,do-prs.1pl,do,"prs, 1pl",
8412,ʐupa-ijau,make-opt,make,opt,
8413,bua,be.pst.3m.sg,be,"pst, 3m, sg",
8414,laga-isan,engage-ptcp.pf,engage,"ptcp, pf",
8415,tʰanek,be.prs.1pl,be,"prs, 1pl",
8416,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8417,ke-daːuk,do-dist.pst.1pl,do,"dist, pst, 1pl",
8418,laga-isan,engage-ptcp.pf,engage,"ptcp, pf",
8419,tʰanek,be.prs.1pl,be,"prs, 1pl",
8420,ke,do.cv,do,cv,cv
8421,ba-mek,can-prs.1pl,can,"prs, 1pl",
8422,tʰanet,be.prs.3pl,be,"prs, 3pl",
8423,ʐupa-ika,make-fut.1pl,make,"fut, 1pl",
8424,ke-maːn,do-ptcp.ipf,do,"ptcp, ipf",
8425,bom,be.pst.1sg,be,"pst, 1sg",
8426,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8427,ke-mem,do-prs.1sg,do,"prs, 1sg",
8428,tʰanek,be.prs.1pl,be,"prs, 1pl",
8429,b-itana,be-prf.3m.sg,be,"prf, 3m, sg",
8430,tʰiani,be.prs.3f.sg,be,"prs, 3f, sg",
8431,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8432,nes-isan,come_out-ptcp.pf,come_out,"ptcp, pf",
8433,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8434,tʰanet,be.prs.3pl,be,"prs, 3pl",
8435,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8436,ker-iba,do-fut.3sg,do,"fut, 3sg",
8437,ke-tuwa,do,do,,
8438,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8439,ke-uwa,do-pst.3m.sg,do,"pst, 3m, sg",
8440,tʰɪni,be.prs.3f.sg,be,"prs, 3f, sg",
8441,lik-iɬa,write-nmlz,write,nmlz,
8442,tʰanet,be.prs.3pl,be,"prs, 3pl",
8443,ʥa-mek,say-prs.1pl,say,"prs, 1pl",
8444,tʰanet,be.prs.3pl,be,"prs, 3pl",
8445,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8446,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8447,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8448,tʰanet,be.prs.3pl,be,"prs, 3pl",
8449,tʰanet,be.prs.3pl,be,"prs, 3pl",
8450,ke-jiton,do-prf.3pl,do,"prf, 3pl",
8451,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8452,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8453,tʰanet,be.prs.3pl,be,"prs, 3pl",
8454,go-i,take-cv,take,cv,cv
8455,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
8456,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8457,ka-jitus,do-prf.3sg,do,"prf, 3sg",
8458,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8459,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8460,go-i,take-cv,take,cv,cv
8461,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
8462,tʰanet,be.prs.3pl,be,"prs, 3pl",
8463,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8464,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8465,tʰɪni,be.prs.3f.sg,be,"prs, 3f, sg",
8466,tʰanet,be.prs.3pl,be,"prs, 3pl",
8467,ʈopal-i,gather-cv,gather,cv,cv
8468,ɬ-imet,give-prs.3pl,give,"prs, 3pl",
8469,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8470,b-iba,be-fut.3sg,be,"fut, 3sg",
8471,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8472,tʰ-ik-an-a,be-vn-gen-m,be,"vn, gen, m",vn
8473,tʰanet,be.prs.3pl,be,"prs, 3pl",
8474,nes-itanet,come_out-prf.3pl,come_out,"prf, 3pl",
8475,niɕ-itanet,sit-prf.3pl,sit,"prf, 3pl",
8476,niɕ-itanet,sit-prf.3pl,sit,"prf, 3pl",
8477,tʰ-ik-an-a,be-vn-gen-m,be,"vn, gen, m",vn
8478,tʰ-ik-an-a,be-vn-gen-m,be,"vn, gen, m",vn
8479,ɬ-ijaːn,give-pass,give,pass,
8480,d-imaːn,go-prs.3sg,go,"prs, 3sg",
8481,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8482,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8483,tʰinet,be.prs.3pl,be,"prs, 3pl",
8484,ʐupa-iton,make-prf.3pl,make,"prf, 3pl",
8485,laga-isan,engage-ptcp.pf,engage,"ptcp, pf",
8486,tʰanet,be.prs.3pl,be,"prs, 3pl",
8487,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8488,tʰanet,be.prs.3pl,be,"prs, 3pl",
8489,b-ita,be-fut.3pl,be,"fut, 3pl",
8490,b-iba,be-fut.3sg,be,"fut, 3sg",
8491,laga-isan,engage-ptcp.pf,engage,"ptcp, pf",
8492,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8493,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8494,ke-tus,do-prf.3sg,do,"prf, 3sg",
8495,bui,be.pst.3f.sg,be,"pst, 3f, sg",
8496,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8497,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8498,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8499,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8500,tʰanet,be.prs.3pl,be,"prs, 3pl",
8501,ʥ-itanet,come-prf.3pl,come,"prf, 3pl",
8502,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8503,aːja,come.pst.3sg,come,"pst, 3sg",
8504,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8505,ker-us,do-pst.3sg,do,"pst, 3sg",
8506,m-isan,die-ptcp.pf,die,"ptcp, pf",
8507,ʂa-i,send-cv,send,cv,cv
8508,tʰanek,be.prs.1pl,be,"prs, 1pl",
8509,bot,be.pst.3pl,be,"pst, 3pl",
8510,ɬenʈʂ-uwa,get_into-pst.3m.sg,get_into,"pst, 3m, sg",
8511,ke-jiba,do-fut.3sg,do,"fut, 3sg",
8512,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8513,ke-jidaːuwa,do-dist.pst.1pl,do,"dist, pst, 1pl",
8514,ke-jika,do-fut.1pl,do,"fut, 1pl",
8515,ke-jika,do-fut.1pl,do,"fut, 1pl",
8516,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8517,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8518,b-iba,be-fut.3sg,be,"fut, 3sg",
8519,ke-mek,do-prs.1pl,do,"prs, 1pl",
8520,ke-jika,do-fut.1pl,do,"fut, 1pl",
8521,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8522,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8523,ʥ-i,come-cv,come,cv,cv
8524,laga-isan,engage-ptcp.pf,engage,"ptcp, pf",
8525,tʰanet,be.prs.3pl,be,"prs, 3pl",
8526,ke-jik-an-i,do-vn-gen-f,do,"vn, gen, f",vn
8527,ke-met,do-prs.3pl,do,"prs, 3pl",
8528,ke-tuwa,do-prf.1pl(?),do,"prf, 1pl(?)",
8529,ker-i,do-cv,do,cv,cv
8530,tʰina,be.prs.3m.sg,be,"prs, 3m, sg",
8531,ʥ-imaːn,come-prs.3sg,come,"prs, 3sg",
8532,ke-jiba,do-fut.3sg,do,"fut, 3sg",
8533,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8534,ka-jiba,do-fut.3sg,do,"fut, 3sg",
8535,ke-jik-e,do-vn-erg/ins,do,"vn, erg/ins",vn
8536,tʰ-iba,be-fut.3sg,be,"fut, 3sg",
8537,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8538,ɬ-ijaːn,give-pass,give,pass,
8539,d-iba,go-fut.3sg,go,"fut, 3sg",
8540,tʰanet,be.prs.3pl,be,"prs, 3pl",
8541,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8542,ker-aːn,do-pass,do,pass,
8543,d-iba,go-fut.3sg,go,"fut, 3sg",
8544,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8545,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
8546,tʰanet,be.prs.3pl,be,"prs, 3pl",
8547,ʥ-imaːn-aː,come-prs.3sg-q,come,"prs, 3sg, q",
8548,ke-jidaːwok-i,do-dist.pst.1pl,do,"dist, pst, 1pl",
8549,ʥa-maːn,say-ptcp.ipf,say,"ptcp, ipf",
8550,bok-e,be.pst.1pl,be,"pst, 1pl",
8551,ʥ-i,come-cv,come,cv,cv
8552,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
8553,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8554,ke-mek,do-prs.1pl,do,"prs, 1pl",
8555,koʦ-imek,want-prs.1pl,want,"prs, 1pl",
8556,niɕ-i,sit-cv,sit,cv,cv
8557,ke-jika,do-fut.1pl,do,"fut, 1pl",
8558,tala-jau,put-opt,put,opt,
8559,ɬ-ijau,give-opt,give,opt,
8560,feda-i,reach-cv,reach,cv,cv
8561,ʥ-iɬa,come-nmlz,come,nmlz,
8562,b-imen,be-ptcp.ipf,be,"ptcp, ipf",
8563,d-imaːn-e,go-prs.3sg,go,"prs, 3sg",
8564,ke-i,do-cv,do,cv,cv
8565,lik-itus,write-prf.3sg,write,"prf, 3sg",
8566,ke-tus,do-prf.3sg,do,"prf, 3sg",
8567,gaː-ik-a,carry-vn-obl,carry,"vn, obl",vn
8568,tʰɪna,be.prs.3f.sg,be,"prs, 3f, sg",
8569,ke-jiba,do-fut.3sg,do,"fut, 3sg",
8570,tala-jau,put-opt,put,opt,
8571,ɬ-ijau,give-opt,give,opt,
8572,ke-jiau,do-opt,do,opt,
8573,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8574,tʰanek,be.prs.1pl,be,"prs, 1pl",
8575,ke-mem,do-prs.1sg,do,"prs, 1sg",
8576,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8577,ke-maːn,do-prs.3sg,do,"prs, 3sg",
8578,daːm-u,catch-pst.2sg,catch,"pst, 2sg",
8579,tʰinam-mmmmmm,be.prs.1m.sg,be,"prs, 1m, sg",
8580,daːm-u,catch-pst.2sg,catch,"pst, 2sg",
8581,tʰinam,be.prs.1m.sg,be,"prs, 1m, sg",
8582,tʰinam,be.prs.1m.sg,be,"prs, 1m, sg",
8583,tʰinam,be.prs.1m.sg,be,"prs, 1m, sg",
8584,ker-u,do-pst.2sg,do,"pst, 2sg",
8585,ker-u,do-pst.2sg,do,"pst, 2sg",
8586,ʥ-i,come-cv,come,cv,cv
8587,ker-u,do-pst.2sg,do,"pst, 2sg",
8588,ker-u,do-pst.2sg,do,"pst, 2sg",
8589,ʥ-i,come-cv,come,cv,cv
8590,baːl-a,look-imp.sg,look,"imp, sg",
8591,tʰinam-mmmmmm,be.prs.1m.sg,be,"prs, 1m, sg",
8592,tʰinam-m,be.prs.1m.sg,be,"prs, 1m, sg",
8593,daːm-u,catch-pst.2sg,catch,"pst, 2sg",
8594,tʰinam,be.prs.1m.sg,be,"prs, 1m, sg",
8595,tʰinam-m,be.prs.1m.sg,be,"prs, 1m, sg",
8596,ɬ-itu,give-prf.2sg,give,"prf, 2sg",
8597,ɬi,give.cv,give,cv,cv
8598,ɬ-itu,give-prf.2sg,give,"prf, 2sg",
8599,ɬ-itu,give-prf.2sg,give,"prf, 2sg",
8600,ɬɪ,give.cv,give,cv,cv
8601,ɬ-itu,give-prf.2sg,give,"prf, 2sg",
8602,baːl-a,look-imp.sg,look,"imp, sg",
8603,ke,do.cv,do,cv,cv
8604,tʰinam-mmm,be.prs.1m.sg,be,"prs, 1m, sg",
8605,tʰinam-mmmmm,be.prs.1m.sg,be,"prs, 1m, sg",
8606,baːl-a,look-imp.sg,look,"imp, sg",
8607,ke,do.cv,do,cv,cv
8608,tʰinam,be.prs.1m.sg,be,"prs, 1m, sg",
8609,tʰinam-mmm,be.prs.1m.sg,be,"prs, 1m, sg",
8610,daːm-u,catch-pst.2sg,catch,"pst, 2sg",
8611,tʰinam,be.prs.1m.sg,be,"prs, 1m, sg",
8612,tʰinam-mm,be.prs.1m.sg,be,"prs, 1m, sg",
8613,ke-mem,do-prs.1sg,do,"prs, 1sg",
8614,ke-mem,do-prs.1sg,do,"prs, 1sg",
8615,ke-mem,do-prs.1sg,do,"prs, 1sg",
8616,ke-mem,do-prs.1sg,do,"prs, 1sg",
8617,tʰinam,be.prs.1m.sg,be,"prs, 1m, sg",
8618,tʰinam,be.prs.1m.sg,be,"prs, 1m, sg",
8619,tʰinam,be.prs.1m.sg,be,"prs, 1m, sg",
8620,tʰinam,be.prs.1m.sg,be,"prs, 1m, sg",
8621,ke-ma,do-fut.1sg,do,"fut, 1sg",
8622,go-i,take-cv,take,cv,cv
8623,ʥ-imet,come-prs.3pl,come,"prs, 3pl",
8624,ke-ma,do-fut.1sg,do,"fut, 1sg",
8625,go-i,take-cv,take,cv,cv
8626,ʥ-imet,come-prs.3pl,come,"prs, 3pl",
8627,tʰinam,be.prs.1m.sg,be,"prs, 1m, sg",
8628,tʰinam,be.prs.1m.sg,be,"prs, 1m, sg",
8629,daːm-u,catch-pst.2sg,catch,"pst, 2sg",
8630,tʰinam,be.prs.1m.sg,be,"prs, 1m, sg",
8631,tʰinam,be.prs.1m.sg,be,"prs, 1m, sg",
8632,b-iba,be-fut.3sg,be,"fut, 3sg",
8633,ʥ-iba,come-fut.3sg,come,"fut, 3sg",
8634,b-iba,be-fut.3sg,be,"fut, 3sg",
8635,ʥ-iba,come-fut.3sg,come,"fut, 3sg",
8636,ʥ-iba,come-fut.3sg,come,"fut, 3sg",
8637,ʥ-iba,come-fut.3sg,come,"fut, 3sg",
8638,tʰinam,be.prs.1m.sg,be,"prs, 1m, sg",
8639,tʰinam,be.prs.1m.sg,be,"prs, 1m, sg",
8640,daːm-u,catch-pst.2sg,catch,"pst, 2sg",
8641,tʰɪnam,be.prs.1m.sg,be,"prs, 1m, sg",
8642,tʰinam-mm,be.prs.1m.sg,be,"prs, 1m, sg",
8643,ke,do.cv,do,cv,cv
8644,ke,do.cv,do,cv,cv
8645,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8646,saːt-idaːus,raise-dist.pst.3sg,raise,"dist, pst, 3sg",
8647,ʨal-imaːn,run-ptcp.ipf,run,"ptcp, ipf",
8648,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8649,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8650,bui,be.pst.3f.sg,be,"pst, 3f, sg",
8651,waɽ-us,leave-pst.3sg,leave,"pst, 3sg",
8652,ke-men,do-ptcp.ipf,do,"ptcp, ipf",
8653,gaː-imaːn,take-ptcp.ipf,take,"ptcp, ipf",
8654,bui,be.pst.3f.sg,be,"pst, 3f, sg",
8655,ʥ-i,come-cv,come,cv,cv
8656,bot,be.pst.3pl,be,"pst, 3pl",
8657,baːl-on-ãː,look-pst.3pl-dat,look,"pst, 3pl, dat",
8658,ɬ-imaːn,give-ptcp.ipf,give,"ptcp, ipf",
8659,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8660,bot,be.pst.3pl,be,"pst, 3pl",
8661,ɬɪ-maːn,give-prs.3sg,give,"prs, 3sg",
8662,b-imaːn,be-ptcp.ipf,be,"ptcp, ipf",
8663,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8664,ʥ-i,come-cv,come,cv,cv
8665,kʰuda-us,ask-pst.3sg,ask,"pst, 3sg",
8666,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8667,ʥa-i,say-cv,say,cv,cv
8668,bajaːn ker-us,do.tell-pst.3sg,do,"tell, pst, 3sg",
8669,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8670,ɬ-imet,give-prs.3pl,give,"prs, 3pl",
8671,go-i,take-cv,take,cv,cv
8672,ɬ-a,give-imp.sg,give,"imp, sg",
8673,ʂunɖ-ui,hear-pst.3f.sg,hear,"pst, 3f, sg",
8674,ɬ-itus,give-prf.3sg,give,"prf, 3sg",
8675,nes-i,come_out-cv,come_out,cv,cv
8676,ɖe-uwa,run_away-pst.3m.sg,run_away,"pst, 3m, sg",
8677,aːja,come.pst.3sg,come,"pst, 3sg",
8678,ʥ-i,come-cv,come,cv,cv
8679,ɬ-itus,give-prf.3sg,give,"prf, 3sg",
8680,ke-jes,do-pst.2sg,do,"pst, 2sg",
8681,tʰanem,be.prs.1m.sg,be,"prs, 1m, sg",
8682,ke-jema,do-fut.1sg,do,"fut, 1sg",
8683,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8684,b-imaːn,be-ptcp.ipf,be,"ptcp, ipf",
8685,buwa-a,be.pst.3m.sg,be,"pst, 3m, sg",
8686,aːja,come.pst.3sg,come,"pst, 3sg",
8687,ɬɪ-tus,give-prf.3sg,give,"prf, 3sg",
8688,tʰanem,be.prs.1m.sg,be,"prs, 1m, sg",
8689,ke-jema,do-fut.1sg,do,"fut, 1sg",
8690,alanza-i,move(?)-f,move(?),f,
8691,ba-iba,can-fut.3sg,can,"fut, 3sg",
8692,d-i,go-cv,go,cv,cv
8693,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8694,ke-us,do-pst.3sg,do,"pst, 3sg",
8695,ga,go,go,,
8696,bui,be.pst.3f.sg,be,"pst, 3f, sg",
8697,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8698,ta-i,see-cv,see,cv,cv
8699,aːja,come.pst.3sg,come,"pst, 3sg",
8700,ʥ-i,come-cv,come,cv,cv
8701,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8702,ke-maːniu,do-prs.2pl,do,"prs, 2pl",
8703,ɬ-imet,give-prs.3pl,give,"prs, 3pl",
8704,ker-imet,do-prs.3pl,do,"prs, 3pl",
8705,ʥa-i,say-cv,say,cv,cv
8706,kʰaɽa-i,ask-cv,ask,cv,cv
8707,gu-tus,carry-prf.3sg,carry,"prf, 3sg",
8708,gaː-ji,take-cv,take,cv,cv
8709,genʈ-us,tie-pst.3sg,tie,"pst, 3sg",
8710,d-i,go-cv,go,cv,cv
8711,leɬ-i,harvest-cv,harvest,cv,cv
8712,aːn-i,bring-cv,bring,cv,cv
8713,tala-us-ãː,put-pst.3sg-dat,put,"pst, 3sg, dat",
8714,ʐu-ik-a,eat-vn-obl,eat,"vn, obl",vn
8715,lagaɽ-ui,install-pst.3f.sg,install,"pst, 3f, sg",
8716,kʰaɽa-i,ask-f,ask,f,
8717,do-ik-a,milk-vn-obl,milk,"vn, obl",vn
8718,lagaɽ-uwa,install-pst.3m.sg,install,"pst, 3m, sg",
8719,por-i,fill-cv,fill,cv,cv
8720,ke-us,do-pst.3sg,do,"pst, 3sg",
8721,ta-i,see-cv,see,cv,cv
8722,bot,be.pst.3pl,be,"pst, 3pl",
8723,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8724,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8725,aːn-i,bring-cv,bring,cv,cv
8726,ke-men,do-ptcp.ipf,do,"ptcp, ipf",
8727,gaː-imaːn,take-ptcp.ipf,take,"ptcp, ipf",
8728,bui,be.pst.3f.sg,be,"pst, 3f, sg",
8729,ker-us,do-pst.3sg,do,"pst, 3sg",
8730,naʂ-ok,sit-pst.1pl,sit,"pst, 1pl",
8731,bas-ot,get.settled-pst.3pl,get,"settled, pst, 3pl",
8732,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8733,bot,be.pst.3pl,be,"pst, 3pl",
8734,aːja,come.pst.3sg,come,"pst, 3sg",
8735,ʥ-i,come-cv,come,cv,cv
8736,kʰuda-us,ask-pst.3sg,ask,"pst, 3sg",
8737,kʰuda-a,ask-imp.sg,ask,"imp, sg",
8738,gir-imet-aː,live-prs.3pl,live,"prs, 3pl",
8739,gir-imet,live-prs.3pl,live,"prs, 3pl",
8740,ʥ-i,come-cv,come,cv,cv
8741,ʈopala-i,collect-cv,collect,cv,cv
8742,kʰuda-us-ãː,ask-pst.3sg-dat,ask,"pst, 3sg, dat",
8743,kʰaː-i,pull_out-cv,pull_out,cv,cv
8744,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8745,gir-imek,live-prs.1pl,live,"prs, 1pl",
8746,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8747,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8748,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8749,ɬenʨ-i,get_into-cv,get_into,cv,cv
8750,bui,be.pst.3f.sg,be,"pst, 3f, sg",
8751,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8752,xoxa-us,like-pst.3sg,like,"pst, 3sg",
8753,ke-i,do-cv,do,cv,cv
8754,ker-us,do-pst.3sg,do,"pst, 3sg",
8755,ke-ji,do-cv,do,cv,cv
8756,kʰaː-ji,pull_out-cv,pull_out,cv,cv
8757,ɖika-won,exile(?)-pst.3pl,exile(?),"pst, 3pl",
8758,d-i,go-cv,go,cv,cv
8759,dar-imaːn,stay-ptcp.ipf,stay,"ptcp, ipf",
8760,bot,be.pst.3pl,be,"pst, 3pl",
8761,uʂʈ-i,get_up-cv,get_up,cv,cv
8762,d-imaːn,go-ptcp.ipf,go,"ptcp, ipf",
8763,bui,be.pst.3f.sg,be,"pst, 3f, sg",
8764,aːn-i,bring-cv,bring,cv,cv
8765,bikin-imaːn,sell-ptcp.ipf,sell,"ptcp, ipf",
8766,bui,be.pst.3f.sg,be,"pst, 3f, sg",
